Grid_ID,CNN_PCA_01,CNN_PCA_02,CNN_PCA_03,CNN_PCA_04,CNN_PCA_05,CNN_PCA_06,CNN_PCA_07,CNN_PCA_08,CNN_PCA_09,CNN_PCA_10,CNN_PCA_11,CNN_PCA_12,CNN_PCA_13,CNN_PCA_14,CNN_PCA_15,CNN_PCA_16,CNN_PCA_17,CNN_PCA_18,CNN_PCA_19,CNN_PCA_20,CNN_PCA_21,CNN_PCA_22,CNN_PCA_23,CNN_PCA_24,Y_Target,image_file
site14_330.png_X256_Y256,0.1322587,0.20600286,0.43386948,0.5169591,0.40145162,0.2547907,0.24272767,0.36167687,0.36724305,0.59203684,0.6231835,0.35331926,0.34729928,0.42888618,0.5867095,0.42517188,0.53647584,0.37655464,0.70174414,0.4794272,0.6253418,0.5428497,0.7140671,0.63116115,0,site14_330.png
site14_335.png_X0_Y0,0.2446678,0.31424677,0.5106252,0.75447464,0.5824451,0.55415404,0.3967545,0.51428056,0.5837282,0.46652666,0.73708606,0.2550358,0.33075088,0.6641838,0.48870876,0.54487395,0.3499285,0.5463909,0.6780347,0.3580171,0.52171826,0.5134465,0.62269276,0.30103633,0,site14_335.png
site14_335.png_X256_Y0,0.2128801,0.19160041,0.4509281,0.40023306,0.43840563,0.31368256,0.16511007,0.40777704,0.31034076,0.5049999,0.5232992,0.40968177,0.3598988,0.4642374,0.56625855,0.45897064,0.598076,0.39002383,0.69320226,0.40448114,0.4214015,0.41778636,0.56863576,0.3515031,0,site14_335.png
site14_335.png_X0_Y256,0.20401046,0.29099548,0.5075823,0.66429067,0.5809986,0.49670282,0.36920616,0.423652,0.52842116,0.5372943,0.78284943,0.19713563,0.30527094,0.6880388,0.5173809,0.49056205,0.4059887,0.4761072,0.59826916,0.31839272,0.42028448,0.31086665,0.68335193,0.374599,0,site14_335.png
site14_335.png_X256_Y256,0.2505532,0.120926395,0.48462915,0.39479592,0.50925976,0.41428465,0.2606615,0.33433202,0.21475208,0.7117063,0.701007,0.5171683,0.55506206,0.2994699,0.6448359,0.47252285,0.49659187,0.5168179,0.69396806,0.4343284,0.6032704,0.49536487,0.682376,0.49588856,0,site14_335.png
site14_336.png_X0_Y0,0.25815618,0.77687013,0.16634768,0.50340426,0.65909684,0.40413877,0.23140655,0.37599635,0.37678567,0.35463268,0.5242649,0.43996477,0.47800466,0.5321155,0.57133615,0.2835702,0.39412293,0.44944915,0.6172096,0.62759876,0.39195412,0.6513095,0.7650166,0.2574616,2,site14_336.png
site14_336.png_X256_Y0,0.17215505,0.67371774,0.16432771,0.5319856,0.6500716,0.38577354,0.17783362,0.418586,0.42298484,0.34400147,0.5059469,0.3905416,0.435949,0.54358536,0.6700146,0.34923467,0.46063295,0.4560552,0.59494144,0.5871369,0.39756045,0.6758431,0.68151903,0.27564538,2,site14_336.png
site14_336.png_X0_Y256,0.75399804,0.28346476,0.52479935,0.3565309,0.6637395,0.4625316,0.17306936,0.42560357,0.42501894,0.2823677,0.63131464,0.38362896,0.85407126,0.3118528,0.42580813,0.45780748,0.40994486,0.41065782,0.8171778,0.5677993,0.40680826,0.6563022,0.5002104,0.45212385,1,site14_336.png
site14_336.png_X256_Y256,0.24177942,0.73404366,0.09582251,0.5587404,0.6692532,0.41164124,0.16258323,0.41728768,0.4715669,0.33809227,0.6338853,0.4199975,0.49687338,0.51536065,0.5861451,0.37071308,0.47599036,0.42931554,0.5684713,0.55031574,0.48620227,0.66285783,0.8138605,0.35083538,2,site14_336.png
site14_337.png_X0_Y0,0.20655057,0.6379503,0.18998319,0.38700926,0.50354344,0.38801682,0.44477192,0.3353245,0.37709326,0.27767923,0.603568,0.24694976,0.706187,0.67818683,0.53222656,0.36615452,0.45395944,0.44317466,0.5402253,0.6207462,0.3546042,0.5011072,0.5564768,0.2470229,2,site14_337.png
site14_337.png_X256_Y0,0.37476262,0.545175,0.24149074,0.36421433,0.4577065,0.36404547,0.40517253,0.500015,0.4361601,0.20754421,0.5468284,0.32619295,0.603757,0.6688238,0.46640143,0.37314168,0.41771236,0.4558032,0.41979238,0.686803,0.44620264,0.4345648,0.5611394,0.44972417,2,site14_337.png
site14_337.png_X0_Y256,0.146871,0.6911509,0.27806702,0.4554448,0.58711374,0.4142757,0.2674317,0.3785843,0.34235162,0.2733476,0.45321485,0.30526644,0.4812606,0.58662015,0.65659034,0.3453109,0.38914472,0.48938712,0.5923042,0.6683594,0.36859635,0.5039648,0.6702852,0.22064783,2,site14_337.png
site14_337.png_X256_Y256,0.17624456,0.6938281,0.23687999,0.40772325,0.51164865,0.4342694,0.3940796,0.3733463,0.33628073,0.2931474,0.5481923,0.21515208,0.590523,0.6793965,0.61020267,0.30592316,0.4019454,0.4703247,0.48606884,0.57787466,0.5030773,0.4604841,0.612814,0.26735473,2,site14_337.png
site14_350.png_X0_Y0,0.3373869,0.22608352,0.4534417,0.40600845,0.4613656,0.3585558,0.15715027,0.45977607,0.44578743,0.59259415,0.42979446,0.22876576,0.3895927,0.47078758,0.52254,0.3428042,0.5722598,0.39107117,0.6784466,0.28665954,0.61725175,0.49969092,0.46778893,0.2996288,1,site14_350.png
site14_350.png_X256_Y0,0.5109375,0.2833894,0.48066747,0.5506587,0.6100328,0.49879295,0.19689637,0.35310033,0.41917554,0.69094,0.46731353,0.1766293,0.39619064,0.44701332,0.43809047,0.41845137,0.45712575,0.6140308,0.6893614,0.116768,0.48778528,0.5608171,0.63005424,0.4015816,1,site14_350.png
site14_350.png_X0_Y256,0.22023821,0.22788137,0.46454626,0.47400287,0.3673015,0.36340907,0.22702056,0.46809834,0.36397594,0.5383822,0.5267096,0.3571515,0.38543054,0.5321883,0.5582662,0.42927557,0.4928108,0.48240525,0.56866586,0.3972992,0.55316824,0.49117592,0.39608198,0.44725543,0,site14_350.png
site14_350.png_X256_Y256,0.18507855,0.22673479,0.4575876,0.5545947,0.32924196,0.22083081,0.18913773,0.50919306,0.38820642,0.4483807,0.5099889,0.4286433,0.53398985,0.3413893,0.5502952,0.46154797,0.3653239,0.7736593,0.5460724,0.45576435,0.5443152,0.5560451,0.43532968,0.4061314,0,site14_350.png
site14_356.png_X0_Y0,0.23782715,0.12932982,0.47084987,0.414094,0.4565019,0.4449741,0.22022893,0.3403042,0.314299,0.75044763,0.79232395,0.38048255,0.46747738,0.30679554,0.67054486,0.45065197,0.57429874,0.4206822,0.6726022,0.4431935,0.6480074,0.40084422,0.6148841,0.3789662,0,site14_356.png
site14_356.png_X256_Y0,0.5425126,0.18172118,0.5251792,0.3418569,0.4685595,0.37036544,0.17221802,0.43653414,0.10494548,0.48661953,0.52797097,0.35419646,0.5735633,0.44151852,0.52903444,0.4874692,0.55272144,0.45446494,0.66245675,0.52041507,0.40423504,0.48143378,0.5411886,0.5416677,1,site14_356.png
site14_356.png_X0_Y256,0.13896358,0.21401829,0.46581697,0.50087243,0.5073592,0.3507152,0.26359123,0.4402864,0.38330078,0.5101015,0.7139924,0.3479307,0.55629694,0.45419893,0.5351134,0.44059655,0.5465106,0.4120014,0.5073236,0.38827032,0.4889698,0.37368608,0.4558898,0.4530969,0,site14_356.png
site14_356.png_X256_Y256,0.27740395,0.15366149,0.48131257,0.40391225,0.4580616,0.32225904,0.26222387,0.3841411,0.36590433,0.5891128,0.7383395,0.28222728,0.37833306,0.39396062,0.73502564,0.45175046,0.46460128,0.4235588,0.55596596,0.39880508,0.5689296,0.3329988,0.6500962,0.47719935,0,site14_356.png
site15_72.png_X0_Y0,0.1815607,0.24612246,0.36612052,0.19787584,0.6743355,0.34598988,0.3833017,0.53353196,0.67407554,0.61191183,0.3371352,0.22175571,0.44802922,0.66918284,0.5825223,0.3783513,0.28339612,0.5863267,0.42398047,0.46247908,0.6261309,0.56745845,0.5476523,0.5888379,0,site15_72.png
site15_72.png_X256_Y0,0.31062835,0.22906132,0.39425528,0.13372159,0.58676136,0.36310154,0.38474378,0.60129195,0.6271848,0.6494764,0.34113806,0.19599202,0.36598098,0.6946156,0.5651994,0.3886906,0.28700966,0.550274,0.41896147,0.50553876,0.6163097,0.5572703,0.50865674,0.6595998,0,site15_72.png
site15_72.png_X0_Y256,0.11779025,0.30710438,0.31266028,0.22018494,0.62387025,0.3990934,0.36937404,0.3949774,0.6018276,0.68209445,0.32840812,0.34997913,0.47198784,0.6322999,0.54178625,0.40767857,0.27918756,0.5990649,0.5787955,0.49541843,0.51173776,0.4661224,0.5013358,0.46709988,0,site15_72.png
site15_72.png_X256_Y256,0.60663736,0.38333204,0.35437095,0.23755613,0.45953494,0.28418598,0.35137892,0.8294741,0.7690636,0.7270894,0.623965,0.39574885,0.50592214,0.5285167,0.41563886,0.35032618,0.13367161,0.5070693,0.45964187,0.5858248,0.36393657,0.123939514,0.64583963,0.75104177,1,site15_72.png
site15_73.png_X0_Y0,0.14418355,0.16393758,0.39696124,0.1430829,0.7238221,0.28444177,0.36534113,0.5787863,0.78457534,0.6410222,0.31518066,0.25752234,0.30747506,0.7156014,0.45020097,0.43352896,0.33745125,0.6620521,0.4673778,0.35197833,0.75363433,0.5281522,0.4105802,0.5172999,0,site15_73.png
site15_73.png_X256_Y0,0.19043186,0.14602734,0.4102461,0.21435474,0.67199385,0.2377246,0.36947724,0.5176129,0.8084873,0.55079925,0.24926367,0.30432054,0.31198144,0.5814752,0.43686983,0.46754107,0.46242243,0.6452089,0.41870776,0.36455598,0.67797047,0.46144906,0.54236555,0.4794961,0,site15_73.png
site15_73.png_X0_Y256,0.99999994,0.37506694,0.36816218,0.115792066,0.38687384,0.35384208,0.3794275,0.99999994,0.7585822,0.7397388,0.49753383,0.36790255,0.6815624,0.49144438,0.36430982,0.39043728,0.27661294,0.57612175,0.6263086,0.4852811,0.2794026,0.038441956,0.58127093,0.7243217,1,site15_73.png
site15_73.png_X256_Y256,0.4520405,0.49126253,0.27430016,0.3384946,0.42882842,0.3741501,0.20257916,0.6654461,0.56076455,0.4726526,0.5478051,0.3321082,0.37751383,0.6073286,0.38776675,0.432549,0.27510917,0.54721516,0.4316153,0.3837758,0.56208163,0.35999647,0.7234909,0.5428966,1,site15_73.png
site15_75.png_X0_Y0,0.11929694,0.2008025,0.3786775,0.20592919,0.6779359,0.23755087,0.33557537,0.5642693,0.77818555,0.6280578,0.16859975,0.3818851,0.32199726,0.70171666,0.4010505,0.44730425,0.45986763,0.6325184,0.5172607,0.28543103,0.6746608,0.4869873,0.54759467,0.44817638,0,site15_75.png
site15_75.png_X256_Y0,0.19407338,0.25404587,0.38351476,0.38831687,0.47390795,0.30912736,0.28975567,0.58425117,0.7180698,0.51404244,0.44884616,0.3336321,0.16043085,0.46796924,0.4487697,0.5019697,0.30816305,0.44505003,0.47673494,0.4934876,0.6502289,0.5334998,0.63297135,0.22752976,0,site15_75.png
site15_75.png_X0_Y256,0.2227598,0.22721186,0.39836863,0.2502969,0.5279744,0.22708751,0.2846004,0.5991705,0.70862234,0.56719995,0.24794817,0.32087746,0.15925097,0.6003175,0.48931575,0.4700042,0.44742572,0.5311128,0.5256221,0.36177164,0.602154,0.513619,0.5820713,0.41865712,0,site15_75.png
site15_75.png_X256_Y256,0.17897815,0.20539503,0.390844,0.30492532,0.583498,0.29240292,0.3080159,0.5621872,0.7568344,0.4469593,0.41055524,0.30452418,0.13077912,0.5159691,0.47149,0.48555097,0.42073524,0.42181456,0.44702923,0.40326968,0.7097373,0.4939992,0.55939764,0.36294687,0,site15_75.png
site15_81.png_X0_Y0,0.18359159,0.24884698,0.40783954,0.2963725,0.6184767,0.44912186,0.38998836,0.49713433,0.6530339,0.7374964,0.13653255,0.29935923,0.44543055,0.61983234,0.60250974,0.2981261,0.2868274,0.59559745,0.43668973,0.43515766,0.6017442,0.5577072,0.65730155,0.4784592,0,site15_81.png
site15_81.png_X256_Y0,0.29003125,0.1801459,0.46709448,0.14378081,0.72684246,0.28587753,0.41320872,0.69257396,0.5751492,0.6564409,0.23301472,0.28381664,0.46907747,0.5723088,0.6174376,0.39496043,0.3640359,0.53700006,0.4892355,0.33734614,0.5374174,0.53883207,0.612128,0.535031,0,site15_81.png
site15_81.png_X0_Y256,0.1361258,0.24133956,0.42875355,0.27005515,0.6601815,0.34375042,0.35288453,0.5597134,0.47583893,0.6669895,0.2539013,0.31206015,0.38429686,0.544499,0.47386676,0.3845657,0.33596924,0.48636648,0.4374772,0.41203,0.6244282,0.3874036,0.64809215,0.59776527,0,site15_81.png
site15_81.png_X256_Y256,0.106932655,0.25065526,0.3858325,0.20917639,0.6933359,0.32440037,0.31175223,0.5618034,0.5681279,0.49742216,0.17750058,0.2338285,0.45444888,0.6543534,0.48886406,0.465498,0.3094097,0.49843633,0.4810891,0.28216356,0.68781865,0.5128411,0.61513776,0.56501925,0,site15_81.png
site15_82.png_X0_Y0,0.4250129,0.3281653,0.3883306,0.24258505,0.5657337,0.23673151,0.339253,0.7477887,0.6089604,0.65161216,0.33842164,0.25080982,0.3535807,0.5171256,0.5490744,0.31827626,0.3215871,0.50375813,0.49989286,0.3849652,0.39523023,0.5362424,0.56012666,0.5249101,1,site15_82.png
site15_82.png_X256_Y0,0.47375688,0.589062,0.16580442,0.47481227,0.55854785,0.40079078,0.12234336,0.51852447,0.5540167,0.61206967,0.5435046,0.33006617,0.44812945,0.42342162,0.32805622,0.44618365,0.44567707,0.5326723,0.53033906,0.36109546,0.6532645,0.61169344,0.61180604,0.45375142,1,site15_82.png
site15_82.png_X0_Y256,0.72709346,0.61965805,0.25502825,0.19232304,0.37742764,0.47747672,0.4256514,0.73032665,0.5530702,0.45100003,0.5174709,0.5277851,0.4546175,0.5756191,0.456338,0.3020553,0.16093948,0.59221244,0.38789666,0.45460212,0.46604878,0.29258186,0.6484961,0.42155752,1,site15_82.png
site15_82.png_X256_Y256,0.60911775,0.6480144,0.22733954,0.26065475,0.31527323,0.38937855,0.3700493,0.84133494,0.53396016,0.56149745,0.7883798,0.6019626,0.74173737,0.8771863,0.36322582,0.39214554,0.25715816,0.57173485,0.2971391,0.45288426,0.4338571,0.18317282,0.8244026,0.34968823,0,site15_82.png
site15_83.png_X0_Y0,0.0959308,0.34767222,0.39769125,0.48810774,0.419707,0.34363082,0.21092801,0.5933696,0.3347757,0.47774905,0.34712118,0.34668732,0.32897094,0.44753298,0.4604938,0.51016676,0.32889608,0.42895314,0.44283587,0.44779906,0.6156192,0.5789825,0.6237059,0.40763906,0,site15_83.png
site15_83.png_X256_Y0,0.38733602,0.7457658,0.052675128,0.470953,0.56401247,0.40165034,0.18863025,0.60446095,0.69704866,0.87765205,0.49762774,0.43033803,0.463246,0.30153415,0.3754053,0.5913441,0.3477969,0.46217614,0.64873445,0.1845533,0.53456694,0.45692965,0.47150832,0.70974857,2,site15_83.png
site15_83.png_X0_Y256,0.41865718,0.4096552,0.30978167,0.3101164,0.40542507,0.3312655,0.20309335,0.67433494,0.44392443,0.724272,0.25743508,0.32640412,0.40191782,0.5092003,0.42579627,0.61661017,0.39566308,0.54728645,0.4696596,0.39082184,0.39618292,0.3492182,0.54663855,0.4600542,1,site15_83.png
site15_83.png_X256_Y256,0.43475926,0.666137,0.1299684,0.48296586,0.67708564,0.41386846,0.12665208,0.42636278,0.73512095,0.8779806,0.25612926,0.49693918,0.52506894,0.36231226,0.40744004,0.5030807,0.4631329,0.49648684,0.63993263,0.46806496,0.54823405,0.558376,0.30505824,0.52344704,2,site15_83.png
site15_84.png_X0_Y0,0.43421322,0.69806886,0.09524602,0.37645087,0.43775034,0.4772468,0.2242075,0.6866156,0.5059248,0.6784442,0.42201617,0.45567584,0.47092998,0.49229914,0.54168004,0.557291,0.46898803,0.42995396,0.47302884,0.27620435,0.67369103,0.38434964,0.46385452,0.57685214,2,site15_84.png
site15_84.png_X256_Y0,0.6271976,0.4294018,0.341268,0.20074275,0.28420997,0.36266178,0.27610895,0.7158556,0.49334604,0.61675286,0.35758224,0.4311474,0.37146497,0.72563106,0.39170244,0.36890358,0.4015654,0.46088457,0.40193847,0.5868416,0.41265494,0.28525135,0.75909984,0.5846708,1,site15_84.png
site15_84.png_X0_Y256,0.2595026,0.7224408,0.083468825,0.47649533,0.5634281,0.4179404,0.20987141,0.4927032,0.562989,0.7341843,0.35617307,0.36808917,0.36503392,0.35884747,0.5836166,0.5578687,0.4695114,0.49761724,0.6024697,0.29227918,0.56148356,0.46485412,0.3691954,0.53267276,2,site15_84.png
site15_84.png_X256_Y256,0.354679,0.5979804,0.14744622,0.41881743,0.5328713,0.3487171,0.14781876,0.5138099,0.6782847,0.8249583,0.39140978,0.39660552,0.40198287,0.4107958,0.3813923,0.4441908,0.41447863,0.58708245,0.5553739,0.33215743,0.5290506,0.5373507,0.43482178,0.5147957,2,site15_84.png
site15_85.png_X0_Y0,0.567417,0.29636395,0.4246457,0.22967546,0.63055164,0.23865339,0.37451205,0.73180103,0.76778764,0.55312765,0.30148965,0.11352195,0.5398833,0.39497483,0.47162423,0.39449507,0.30300233,0.5308017,0.52575314,0.4160795,0.39173174,0.26695204,0.5074922,0.62109756,1,site15_85.png
site15_85.png_X256_Y0,0.58905685,0.4024004,0.42099768,0.32725257,0.37771344,0.24662045,0.2538495,0.74424195,0.590026,0.7208926,0.43231058,0.4840745,0.40040544,0.5130291,0.3170398,0.42787004,0.36828864,0.42622966,0.56578547,0.36324283,0.40512556,0.3274668,0.63093054,0.5522637,1,site15_85.png
site15_85.png_X0_Y256,0.40569657,0.4706375,0.28541827,0.37606668,0.4175193,0.2733848,0.21402329,0.60994023,0.6451231,0.7222769,0.57171506,0.41060445,0.5055334,0.4372614,0.2966835,0.4984862,0.34631723,0.5605897,0.50133365,0.39521602,0.41805378,0.39813292,0.63748246,0.5182483,2,site15_85.png
site15_85.png_X256_Y256,0.290657,0.72143686,0.08265406,0.47329473,0.59946907,0.4349953,0.15743311,0.5171785,0.5394934,0.7593424,0.44877124,0.43793857,0.46993032,0.3799784,0.49712268,0.57251096,0.3885593,0.4957879,0.6609153,0.23952922,0.49120688,0.4485094,0.5000188,0.5379138,2,site15_85.png
site15_86.png_X0_Y0,0.6392039,0.68388206,0.17923164,0.2189556,0.3788336,0.43520525,0.27094632,0.874328,0.64453983,0.6997435,0.49182642,0.479606,0.26299596,0.55336493,0.46071792,0.32554138,0.21152861,0.509872,0.35068843,0.29147813,0.61512417,0.41793245,0.5520899,0.41703016,2,site15_86.png
site15_86.png_X256_Y0,0.23252755,0.22432563,0.38262272,0.31386197,0.56370467,0.27250245,0.34682468,0.55399585,0.78578043,0.5830613,0.49014503,0.35617396,0.19562607,0.5669103,0.40344724,0.43170708,0.42503178,0.5148374,0.43904257,0.35754743,0.671245,0.53171724,0.5008691,0.38368014,0,site15_86.png
site15_86.png_X0_Y256,0.55534565,0.65224254,0.105959296,0.2548443,0.31923795,0.34163693,0.4873319,0.78427655,0.77127075,0.65731096,0.790398,0.42895544,0.3875171,0.6191865,0.38397864,0.38913387,0.26020238,0.40236416,0.29395205,0.3557487,0.42538452,0.3449126,0.579588,0.4207246,2,site15_86.png
site15_86.png_X256_Y256,0.4319933,0.3177812,0.36556032,0.17977664,0.42149395,0.41068634,0.4426099,0.5325459,0.5940993,0.51084834,0.23098685,0.26393348,0.21373856,0.62085325,0.55704916,0.37428385,0.44832957,0.5456094,0.38057005,0.5422719,0.57048875,0.41339526,0.6483445,0.44812623,1,site15_86.png
site15_92.png_X0_Y0,0.079447806,0.27290398,0.401332,0.24038626,0.744251,0.31703484,0.34391835,0.67793244,0.45855403,0.62353367,0.23984778,0.30424985,0.39633638,0.5999464,0.50115526,0.39940527,0.3472072,0.5591215,0.47349083,0.30705404,0.60077983,0.44650084,0.6775285,0.53630036,0,site15_92.png
site15_92.png_X256_Y0,0.90815806,0.2765668,0.5237151,0.25329798,0.55009335,0.38798442,0.13585402,0.59376633,0.31911498,0.730232,0.15098658,0.25176674,0.50244457,0.3922299,0.41152033,0.44170737,0.51342976,0.49332178,0.6776983,0.31886137,0.5155418,0.63163495,0.6725025,0.19629323,1,site15_92.png
site15_92.png_X0_Y256,0.100426465,0.30281335,0.40598246,0.30108064,0.6439896,0.32224634,0.29426503,0.6284194,0.40183848,0.5546004,0.31581616,0.28813136,0.31389818,0.52147585,0.49938118,0.43062273,0.35233125,0.46378604,0.4761446,0.3191211,0.5974001,0.430241,0.6159865,0.5185701,0,site15_92.png
site15_92.png_X256_Y256,0.6712526,0.5925171,0.1976775,0.25061658,0.3947056,0.38305962,0.40647948,0.6920342,0.6771536,0.7156974,0.36968547,0.46093717,0.46216416,0.6404232,0.49790332,0.40963495,0.32141292,0.55243224,0.43499374,0.55370206,0.4989134,0.2085791,0.6577316,0.49733353,2,site15_92.png
site15_93.png_X0_Y0,0.58784294,0.44508183,0.32581988,0.25312996,0.6352214,0.3747548,0.2914554,0.6119133,0.6764752,0.55903035,0.21932927,0.3206822,0.49311656,0.6136102,0.48333988,0.22271001,0.47094783,0.6529095,0.557958,0.5601856,0.5089984,0.2446757,0.6112315,0.35307473,2,site15_93.png
site15_93.png_X256_Y0,0.45054984,0.6375755,0.20302922,0.30118546,0.36570966,0.45678315,0.30908462,0.59413123,0.4901006,0.5830841,0.49055925,0.41491053,0.48479307,0.7432967,0.43923655,0.43651477,0.38397017,0.5180859,0.35142478,0.3767397,0.581482,0.3540318,0.70583594,0.3340047,1,site15_93.png
site15_93.png_X0_Y256,0.5325256,0.4258055,0.32252312,0.28589216,0.31245476,0.32905325,0.35204297,0.5457832,0.57750845,0.6545422,0.4826839,0.48920828,0.42700216,0.6879652,0.44138,0.48349717,0.38187265,0.56072396,0.40550637,0.52117723,0.62244385,0.4252892,0.6974057,0.44791323,1,site15_93.png
site15_93.png_X256_Y256,0.29241142,0.5322801,0.22098453,0.31865722,0.38189507,0.40530822,0.4990154,0.3922656,0.520792,0.6239803,0.3487647,0.35379845,0.39935356,0.66696733,0.37517342,0.50903654,0.37155193,0.54663277,0.42177498,0.55139965,0.57628083,0.36644262,0.6327422,0.3890337,2,site15_93.png
site15_95.png_X0_Y0,0.06299393,0.29102966,0.4044748,0.5599834,0.35679534,0.29203203,0.17606676,0.6134293,0.34972113,0.4358636,0.46888033,0.4239496,0.40091184,0.4552257,0.4796135,0.5231736,0.2005764,0.5688415,0.54323554,0.6024384,0.70752764,0.6631809,0.5735479,0.39328772,0,site15_95.png
site15_95.png_X256_Y0,0.43090296,0.30168822,0.40522674,0.3907934,0.40186024,0.25712344,0.1039463,0.5525599,0.4228757,0.6817412,0.2963621,0.33897498,0.35255116,0.43103218,0.32767266,0.59821165,0.48627666,0.51893854,0.5860606,0.37225807,0.40151107,0.61512405,0.38010073,0.551028,1,site15_95.png
site15_95.png_X0_Y256,0.048822448,0.30740973,0.41831034,0.5747256,0.40373632,0.4688938,0.19856289,0.6884785,0.23550232,0.5159751,0.25169224,0.3181185,0.37231007,0.37732577,0.42967728,0.4630379,0.23209254,0.34765908,0.46306002,0.50507975,0.640189,0.53888166,0.66188765,0.2892266,0,site15_95.png
site15_95.png_X256_Y256,0.042354316,0.32684934,0.40850776,0.5434139,0.41209167,0.47243726,0.1975097,0.68018377,0.19609839,0.5515392,0.21574906,0.2956548,0.37695727,0.3826336,0.5004408,0.45181307,0.2451633,0.32275134,0.44344586,0.50212127,0.5682692,0.5878864,0.72904265,0.3185176,0,site15_95.png
site15_97.png_X0_Y0,0.55125415,0.38581705,0.38289788,0.19881722,0.261957,0.1868524,0.30903205,0.7275194,0.75515366,0.76271933,0.44686866,0.56941056,0.2176058,0.59408295,0.5086769,0.46476904,0.37992153,0.39534777,0.43809107,0.5369319,0.43548703,0.45250812,0.5923688,0.33202943,1,site15_97.png
site15_97.png_X256_Y0,0.72103816,0.26425657,0.46662113,0.108694345,0.37661636,0.3778378,0.31619975,0.76522046,0.6880265,0.47497922,0.36547184,0.36263096,0.20263515,0.6113651,0.72461104,0.3764711,0.2100512,0.3552712,0.43027252,0.48848662,0.48211008,0.48017922,0.58192354,0.4733777,1,site15_97.png
site15_97.png_X0_Y256,0.15350258,0.2828138,0.36882466,0.41312057,0.36348522,0.23901819,0.19883916,0.5481984,0.6101768,0.5220996,0.4820474,0.5551686,0.26729923,0.5225382,0.42995661,0.55664164,0.30275577,0.5462439,0.5399704,0.5152638,0.6643287,0.52600205,0.5212453,0.30809653,0,site15_97.png
site15_97.png_X256_Y256,0.20354517,0.15893638,0.46830794,0.5589771,0.4827336,0.3553149,0.34017593,0.6880078,0.66526735,0.5466343,0.5204414,0.32411924,0.31822532,0.50407225,0.4373894,0.4193835,0.348723,0.44599822,0.63603306,0.6211277,0.91945004,0.33952877,0.5943592,0.3867124,0,site15_97.png
site15_103.png_X0_Y0,0.1872623,0.2283229,0.4178824,0.29048586,0.6553917,0.2723168,0.35952693,0.5832945,0.7011239,0.57994425,0.38633007,0.3739381,0.30534273,0.5090287,0.51715076,0.328274,0.36161235,0.501592,0.45709863,0.33245218,0.56542337,0.47019032,0.65986305,0.46982205,0,site15_103.png
site15_103.png_X256_Y0,0.7095449,0.4036858,0.3758111,0.14575022,0.4633867,0.45212364,0.30276757,0.6978333,0.4979003,0.5722246,0.27284724,0.39422324,0.5147172,0.630194,0.6142374,0.3176815,0.4404069,0.67178553,0.48878628,0.5224708,0.5203542,0.384861,0.6078454,0.3107165,1,site15_103.png
site15_103.png_X0_Y256,0.11624946,0.25730336,0.38681364,0.3478978,0.56170017,0.36793074,0.27169368,0.5134142,0.5926318,0.56473327,0.26361036,0.40870577,0.28809196,0.490268,0.4929503,0.33378598,0.28859365,0.46902364,0.4410736,0.3115801,0.5285228,0.43450016,0.6657049,0.42703363,0,site15_103.png
site15_103.png_X256_Y256,0.2450421,0.31174356,0.3960089,0.26188937,0.6175081,0.35840315,0.3227161,0.6382585,0.5221067,0.5474052,0.2530955,0.20609865,0.2837773,0.59949076,0.64552885,0.3267336,0.34001794,0.47604406,0.45228165,0.3438642,0.50070006,0.58445543,0.58703685,0.4949469,0,site15_103.png
site15_104.png_X0_Y0,0.48495835,0.52411973,0.29424745,0.3182293,0.38150764,0.36657685,0.31145748,0.6605635,0.39162284,0.6536011,0.49701664,0.44704336,0.72001684,0.6620098,0.51576704,0.49292675,0.35559234,0.50759727,0.45695603,0.39867145,0.40346944,0.2510273,0.5672588,0.19416742,0,site15_104.png
site15_104.png_X256_Y0,0.27413237,0.42999062,0.34671995,0.36283493,0.3655684,0.34104285,0.18120223,0.6434289,0.3074429,0.4409155,0.56277144,0.4663346,0.53118485,0.5342743,0.40981215,0.58015573,0.3048093,0.41947883,0.43374342,0.37335452,0.46206918,0.45805523,0.5559684,0.34365037,0,site15_104.png
site15_104.png_X0_Y256,0.44531476,0.5528397,0.18985423,0.29087356,0.4010771,0.33312854,0.34892344,0.706265,0.62570274,0.7653968,0.6176853,0.45357728,0.59561324,0.69992393,0.48073846,0.4935978,0.24750334,0.4699262,0.31278935,0.37876964,0.40276772,0.34493774,0.5921484,0.33317968,0,site15_104.png
site15_104.png_X256_Y256,0.3866995,0.40701678,0.34453437,0.31737694,0.33789968,0.3098548,0.2504509,0.56930304,0.37849048,0.5517411,0.66001,0.36626202,0.56646514,0.7003906,0.39027673,0.5024864,0.4012611,0.47691172,0.4643827,0.41493246,0.5627987,0.47421768,0.63313514,0.34659523,0,site15_104.png
site15_105.png_X0_Y0,0.07615341,0.33463877,0.4179735,0.5268298,0.4035587,0.42636824,0.20670319,0.66057235,0.24080998,0.5211368,0.30694208,0.3269366,0.38634062,0.40795803,0.45400286,0.5151437,0.23131347,0.36245647,0.48458153,0.5117589,0.6166793,0.57627124,0.6521223,0.28382593,0,site15_105.png
